testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	token_zbk	testuingurua-ezker	testu-hitza	eskuin-testuingurua
ezak	ezak	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#280	6036	... Jangoikoa , muta	ezak	, otoi , ene bihotza , @ amoriaren ...
ezak	ezak	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#298	6501	... Mosen Bernart , pensa	ezak	kartzel ori gaitz bada , @ Nonbait ere ...
ezak	ezak	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#300	6566	... gaztiga ; @ pena honez orht eta hangoa	ezak	kojita ; @ hebengoaz bertzekoa ahal baheza eskusa ...
ezak	ezak	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#301	6589	... ihaurk bertze guzia ; @ bada orai gaztig	ezak	, aldiz , heure buria , @ kirisailuiari ...
ezak	ezak	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#302	6613	... egin badaraie bidegabe handia , @ Jeinkoari gomend	ezak	heure gauza guzia ; @ hark orori emanen ...
ezak	ezak	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#326	6863	... O euskara lauda	ezak	Garaziko herria , @ zeren hantik uken baituk ...
ezan	ezan	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#11	350	... etzitian gomend adi Jeinkoari @ eta otoi begir	ezan	peril guzietarik ; @ gero irazar adinian orit ...
ezarri	ezarri	ezarri	https://monumenta.wikibase.cloud/wiki/Lexeme:L25913	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#98	2287	... ainguruiak zuien goarda ararteko sainduiak , @ zuiegatik	ezarri	dut gero neure bizia ; @ Hoiegatik orogatik ...
ezarri	ezarri	ezarri	https://monumenta.wikibase.cloud/wiki/Lexeme:L25913	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#154	3666	... natura haritu du zutan amoraturik ; @ Jangoikoa	ezarri	duzu gure anaieturik . ...
ezarri	ezarri	ezarri	https://monumenta.wikibase.cloud/wiki/Lexeme:L25913	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#171	4058	... zerutika jaitsi zedin hartzaz amoraturik ; @ emazteak	ezarri	du gure anaieturik ; @ andre oro laudatzeko ...
ezarriren	ezarriren	ezarri	https://monumenta.wikibase.cloud/wiki/Lexeme:L25913	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#94	2195	... bekatorer eginen du arrangura handirik @ haren hitzak	ezarriren	oro erdiraturik . ...
ezarten	ezarten	ezarte	https://monumenta.wikibase.cloud/wiki/Lexeme:L25916	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#174	4134	... ematurik zauri ere sendoturik , @ bere graziaz	ezarten	tu elgarreki baketurik . ...
ezazu	ezazu	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#229	5232	... — « Ni enuzu jakintsu ; klarki erran	ezazu	, @ ehork untsa adi zitzan nahi balin ...
ezazu	ezazu	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#259	5634	... Jeinkoaz oritzeko ordu lukezu ; @ bertzerik har	ezazu	, niri uztazu. » ...
ezazu	ezazu	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#270	5805	... nik zugatik dudan pena , otoi , sendi	ezazu	; @ zuretako har nazazu , bizi nahi ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#2	81	... . Eta kausa honegatik gelditzen da abataturik ,	ezein	reputazione bage , eta bertze nazione orok uste ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#6	240	...  	Ezein	iaunek ez du nahi mutil gaixtoa eduki @ ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#54	1260	... handia , @ pena handi , izigarri ,	ezein	pausu gabia ; @ sekulakoz egon behar hango ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#64	1419	... apezpikuk ez etare aita sainduk @ absolbatzen halakoaren	ezein	botererik ez du ; @ Jangoikoa betiere bihotzera ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#74	1655	... Erioa manazen du ,	ezein	falta gaberik @ hilak oro dakatzela aitzinera bizirik ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#78	1764	... diten ifernuko garrian , @ sekulako suian eta	ezein	pausu gabian . @ Orok , othoi , ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#84	1935	... egonen ixilik , @ jujeak ere ez enzunen	ezein	ere otoik ; @ egun harzaz orit giten ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#116	2682	... zuri gomendatuia . @ O andere exzelente ,	ezein	pare gabia , @ salbatuietarik nizan egidazu grazia ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#200	4695	... @ arranguren kondatzeko asti nuien frangoki , @	ezein	ere beldur gabe egoiteko zureki . @ ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#299	6546	... handia , @ pena handi , izigarri ,	ezein	pausu gabia ; @ hartzaz orit adi eta ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#322	6835	...  	Ezein	ere lengoajerik @ ez franzesa ez bertzerik @ ...
ezein	ezein	ezein	https://monumenta.wikibase.cloud/wiki/Lexeme:L25993	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#327	6896	... haien lengoajiaz bertze oro burlatzen , @ zeren	ezein	skripturan erideiten ezpaitzen . @ Orai dute ikasiren ...
ezetare	ezetare	heze	https://monumenta.wikibase.cloud/wiki/Lexeme:L25980	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#47	1096	... ehori ez demaio oren baten epia , @	ezetare	estimazen xipia ez handia ; @ batbederak egarriko ...
ezetare	ezetare	heze	https://monumenta.wikibase.cloud/wiki/Lexeme:L25980	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#68	1530	... izan luzeki ; @ ehor ero ez dazala	ezetare	gaitzetsi ; @ nork beria baiezila emazterik ez ...
ezetare	ezetare	heze	https://monumenta.wikibase.cloud/wiki/Lexeme:L25980	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#79	1784	... ez izanen jagoitik , @ judizio hain handirik	ezetare	borthizix ; @ sortu eta sortzekoak hilez gero ...
ezetare	ezetare	heze	https://monumenta.wikibase.cloud/wiki/Lexeme:L25980	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#121	2787	... jakin lehen gaoian non daten ostatuia , @	ezetare	, zu ezpazira , nor dakidan balia ; ...
ezetare	ezetare	heze	https://monumenta.wikibase.cloud/wiki/Lexeme:L25980	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#147	3460	... izan ez izanen jagoitik @ bekatore hain handirik	ezetare	satsurik , @ bere bidian jaugin bada zuri ...
ezetare	ezetare	heze	https://monumenta.wikibase.cloud/wiki/Lexeme:L25980	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#153	3628	... ez da zuk ken ez dirozunik , @	ezetare	hontasunik zure eskuian ez denik ; @ denbora ...
ezetare	ezetare	heze	https://monumenta.wikibase.cloud/wiki/Lexeme:L25980	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#182	4291	... eta bihia , @ ez batori ahal duket	ezetare	berzia ; @ lan eginaz esker gaixto , ...
ezi	ezi	ezi	https://monumenta.wikibase.cloud/wiki/Lexeme:L26079	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#44	1031	... , @ estenditzen orotara haren potestatia ; @	ezi	eskapa bari ehor , dauginian manuia . @ ...
ezi	ezi	ezi	https://monumenta.wikibase.cloud/wiki/Lexeme:L26079	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#136	3151	... @ handiago jiten zaie bertze nahikaria ; @	ezi	uken behin ere bere konplimenduia : @ beti ...
ezi	ezi	ezi	https://monumenta.wikibase.cloud/wiki/Lexeme:L26079	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#138	3215	... , gau beltzari iluna @ lehen faltaturen dira	ezi	hura gugana , @ balinetan egiazki gu bagaude ...
ezi	ezi	ezi	https://monumenta.wikibase.cloud/wiki/Lexeme:L26079	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#149	3527	... da mundu orok dagien zuri ohore , @	ezi	hala ari zautsu Jesu Kristo bera ere ; ...
ezi	ezi	ezi	https://monumenta.wikibase.cloud/wiki/Lexeme:L26079	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#239	5356	... ederrak eta maina jentilak @ gaizkiago zauri nizi	ezi	dardo zorrotzak . ...
ezi	ezi	ezi	https://monumenta.wikibase.cloud/wiki/Lexeme:L26079	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#258	5617	... bizia , @ Nahiago dizit zure ikustia @	ezi	neuretako herri guzia. » ...
ezi	ezi	ezi	https://monumenta.wikibase.cloud/wiki/Lexeme:L26079	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#328	6914	... den gizon orok altxa beza buruia , @	ezi	huien lengoajia izanen da floria . @ Prinze ...
eziakikezu	eziakikezu	hezi	https://monumenta.wikibase.cloud/wiki/Lexeme:L26080	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#272	5851	... segretu nukezu , @ gure arteko amoria ehork	eziakikezu	; @ sekretuki minzazeko , otoi , bide ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#2	90	... bage , eta bertze nazione orok uste dute	ezin	deus ere eskriba daiteiela lengoaje hartan , nola ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#32	713	... neke gauza hoien egitia , @ egun oroz	ezin	bada aste oroz igandian . ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#37	838	... hil dadina bertan kondenatuia . @ Bertze biderik	ezin	date ; hobenari begira . ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#63	1393	... hala ezpaditu , @ ahal bailiaki duda gabe	ezin	dateiela salbu @ bere bekatuiak oro baditu ere ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#66	1471	... Honekila albaiteza beti ere konbersa @ gaixtoeki	ezin	aite gaizki bezi probexa ; @ bertzer egin ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#137	3184	... uken dizi ederretan grazia @ ehork hura gaixteriaz	ezin	lezan inbia , @ bana bistaz hiltzen zuien ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#146	3438	... miserikordiaren refugio zinaden , @ nola berak justizian	ezin	salba lizake , @ zure miserikordiaz remedia litezen ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#148	3498	... zenbait haurto xipiren @ eta gero obororik punzela	ezin	dirate ; @ zu , Anderia , ama ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#150	3544	... O Anderia ,	ezin	date ehor zure bardinik , @ gainekorik zuk ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#151	3586	... hark ere daidi zugatik ; @ bere ama	ezin	utzi obeditu gaberik ; @ otoi , grazia ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#152	3601	... Untsa zuk har banenzazu gomendutan gogotik , @	Ezin	damna naindeiela zinesten dut segurki ; @ anitz ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#153	3638	... ez denik ; @ denbora eta leku orotan	ezin	duda gaberik @ graziak oro zure eskuian Jangoikoak ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#160	3789	... ederrago litzate ; @ andrek gizoneki bezi hutsik	ezin	daidite . ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#180	4241	... du anitz malenkonia : @ begiez ikus ,	ezin	minza ; han dakusat nekia ; @ beriareki ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#181	4252	... Perileki baiezila	ezin	noake hargana @ eta agian , hark orduian ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#185	4362	... Amoria	ezin	zenzuz ezin daite goberna , @ anitzetan honesten ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#185	4364	... Amoria ezin zenzuz	ezin	daite goberna , @ anitzetan honesten du guti ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#188	4427	... ebatsi , @ harzaz orit nadinian deus ere	ezin	iretsi ; @ nik hura nola nahi nuke ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#188	4437	... nola nahi nuke hark banenza onetsi ; @	ezin	benturatuz nago , beldur dakion gaitzi . @ ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#189	4465	... nik nakusen harena ere nigana , @ hutsik	ezin	egin nezan behin ere hargana . @ ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#199	4662	... amoria , nola nuzun penatzen , @ zurekila	ezin	batuz bihotzian erratzen : @ ene gaizki penatzeko ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#206	4803	... ez nuien nik faltarik ; @ nik iagoitik	ezin	nuke hura bezain maiterik ; @ haren minez ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#206	4812	... bezain maiterik ; @ haren minez orai nago	ezin	hilez bizirik . ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#210	4913	... baninzande ni ere hura gaberik , @ alabana	ezin	utzi behin ere gogotik . ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#211	4933	... xotiltua galdu dudan beldurrez ; @ gaoaz lorik	ezin	daidit haren gogoan beharrez ; @ gogoan behar ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#231	5253	... Orai lorik	ezin	daidit , bihotzian ez pausurik ; @ haiek ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#236	5316	... — « Hanbat ere handi tuzu	ezin	erran nitzakezu ; @ egiara baziniaki , urrikari ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#257	5604	... otoitzen nitzaitzu , niri uztazu @ nizaz atseginik	ezin	dukezu. » ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#272	5860	... , bide idazu ; @ rnekila minzatziaz gaitzik	ezin	dukezu. » ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#273	5878	... lukeite ; @ zu eta ni elgarreki untsa	ezin	ginate ; @ zaude ixilik , zoaz horrat ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#276	5949	... zurekila dirade @ Bihoz eta arima gabe ehor	ezin	lizate , @ zu eta ni elgarreki untsa ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#279	6020	... Ni amoriak ez nu maite , nik hura	ezin	gaitzetsi , @ uste dizit narraiola ezin dukedanari ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#279	6025	... hura ezin gaitzetsi , @ uste dizit narraiola	ezin	dukedanari ; @ zeren , bada , hon ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#281	6077	... dizit , non baitate hobena ; @ heki	ezin	medra naite , bai gal neure arima ; ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#289	6237	... Falsu testimoniotik	ezin	ehor begira ; @ halaz kondemnatu zuten Jeinkoa ...
ezin	ezin	ezin	https://monumenta.wikibase.cloud/wiki/Lexeme:L26107	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#312	6766	... Bertze jendek uste zuten @	ezin	eskriba zaiteien ; @ orai dute forogatu @ ...
ezirade	ezirade	hezi	https://monumenta.wikibase.cloud/wiki/Lexeme:L26080	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#266	5733	... @ Eztei iraganez gomitu handi ; @ hanbat	ezirade	andere larri , @ merexi duzuna narzake sarri ...
ezitut	ezitut	ezitu	https://monumenta.wikibase.cloud/wiki/Lexeme:L26143	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#249	5471	... gertuz maite bazitut , @ onerizte gabez uzten	ezitut	, @ bana Jeinkoaren nuzu beldurtu , @ ...
ezkerreko	ezkerreko	ezker	https://monumenta.wikibase.cloud/wiki/Lexeme:L26206	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#83	1888	... apaindurik ifernuia azpitik , @ etsai gaitza akusatzen	ezkerreko	aldetik , @ bekatuiak eskuinetik minzaturen publiki : ...
ezkiten	ezkiten	ezki	https://monumenta.wikibase.cloud/wiki/Lexeme:L26229	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#71	1590	... beti bere aisira ; @ egun hartan gal	ezkiten	aitzinetik begira , @ han orduian ez dukegu ...
ezkonduien	ezkonduien	ezkondu	https://monumenta.wikibase.cloud/wiki/Lexeme:L26260	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#176	4165	...  	EZKONDUIEN	 ...
ezkonduko	ezkonduko	ezkondu	https://monumenta.wikibase.cloud/wiki/Lexeme:L26260	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#182	4307	... da ene zuzenbidia ; @ agian gero alabareki	ezkonduko	semia . ...
eznadin	eznadin	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#241	5382	... ; @ hitz bat honik erradazu , hil	eznadin	, otoi , bertan. » ...
eznuiela	eznuiela	ez	https://monumenta.wikibase.cloud/wiki/Lexeme:L25809	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#284	6115	... gauzan ez da eskapazerik ; @ nik ogenik	eznuiela	ongi gitez bertzerik , @ bidegabek haritu nu ...
ezpa	ezpa	ezpa	https://monumenta.wikibase.cloud/wiki/Lexeme:L26402	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#74	1677	... jarriren da bi lekutan hersirik : @ glorian	ezpa	ifernuian ; ez da eskapatzerik . @ ...
ezpa	ezpa	ezpa	https://monumenta.wikibase.cloud/wiki/Lexeme:L26402	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#128	2939	... date leial denik batere , @ hitz ederrez	ezpa	joiaz muta ez dadin hura ere ? @ ...
ezpa	ezpa	ezpa	https://monumenta.wikibase.cloud/wiki/Lexeme:L26402	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#208	4851	... harekila minzatu , @ ordu hartan jagoitikoz etsai	ezpa	baketu ; @ niri untsa ezpadagit behar dizit ...
ezpa	ezpa	ezpa	https://monumenta.wikibase.cloud/wiki/Lexeme:L26402	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#222	5157	... maitena egidazu zuzena ; @ joan duzuna ekardazu	ezpa	eman ordaina. » ...
ezpadagit	ezpadajit	ezpada	https://monumenta.wikibase.cloud/wiki/Lexeme:L26404	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#208	4855	... jagoitikoz etsai ezpa baketu ; @ niri untsa	ezpadagit	behar dizit pintatu ; @ ene buruia ziaidazu ...
ezpadaki	ezpadaki	ezpada	https://monumenta.wikibase.cloud/wiki/Lexeme:L26404	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#278	5991	... nizin neure beldurra ; @ andriak hon deritzanari	ezpadaki	mesura , @ ni lehenik eta gero amoros ...
ezpadakik	ezpadakik	ezpada	https://monumenta.wikibase.cloud/wiki/Lexeme:L26404	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#140	3260	... eure mende guzia ! @ Ene andere graziosa	ezpadakik	balia , @ bai bizian bai hilian beti ...
ezpaditu	ezpaditu	ezpada	https://monumenta.wikibase.cloud/wiki/Lexeme:L26404	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#63	1388	... Eta hoiek egiazki ehork hala	ezpaditu	, @ ahal bailiaki duda gabe ezin dateiela ...
ezpagitza	ezpajitza	ezpa	https://monumenta.wikibase.cloud/wiki/Lexeme:L26402	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#132	3054	... lehen gira hiltzen bekatoriak ; @ hark aiuta	ezpagitza	nola giren galduiak ! ...
ezpaituke	ezpaituke	ezpai	https://monumenta.wikibase.cloud/wiki/Lexeme:L26406	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#181	4259	... noake hargana @ eta agian , hark orduian	ezpaituke	aizina ; @ badu ere , beldur date ...
ezpaitzen	ezpaitzen	ezpai	https://monumenta.wikibase.cloud/wiki/Lexeme:L26406	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#327	6899	... oro burlatzen , @ zeren ezein skripturan erideiten	ezpaitzen	. @ Orai dute ikasiren nola gauza hona ...
ezpanadi	ezpanadi	ezpan	https://monumenta.wikibase.cloud/wiki/Lexeme:L26431	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#274	5901	... hanbat ere handi da , @ zuzaz beraz	ezpanadi	orai bertan konsola , @ rne arima jalgiren ...
ezpaneinde	ezpaneinde	ezpan	https://monumenta.wikibase.cloud/wiki/Lexeme:L26431	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#198	4644	... hanbat dizit amorio handia , @ harekila egoitiaz	ezpaneinde	enoia ; @ harganiko partitzia ene eihargarria ; ...
ezpaniz	ezpaniz	ezpan	https://monumenta.wikibase.cloud/wiki/Lexeme:L26431	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#110	2540	... karioki otoitzera zu zakiztan balia , @ digne	ezpaniz	aipatzera zure izen sainduia @ ez jitera aitzinera ...
ezpazina	ezpazina	ezpa	https://monumenta.wikibase.cloud/wiki/Lexeme:L26402	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#156	3707	... zukeien lur guzia engoitik , @ balinetan zu	ezpazina	ararteko gugatik ; @ oro soszengatzen gitu zure ...
ezpazira	ezpazira	ezpa	https://monumenta.wikibase.cloud/wiki/Lexeme:L26402	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#121	2789	... non daten ostatuia , @ ezetare , zu	ezpazira	, nor dakidan balia ; @ ordu hartan ...
eztei	eztei	eztei	https://monumenta.wikibase.cloud/wiki/Lexeme:L26521	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#266	5728	... Orai behar dugia konkista berri ? @	Eztei	iraganez gomitu handi ; @ hanbat ezirade andere ...
ezten	ezten	ezten	https://monumenta.wikibase.cloud/wiki/Lexeme:L26530	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#2	50	... , miraz nago , jauna , nola batere	ezten	asaiatu bere lengoaje propriaren faboretan heuskaraz zerbait obra ...
ezten	ezten	ezten	https://monumenta.wikibase.cloud/wiki/Lexeme:L26530	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#150	3557	... ez duzu Jeinko beraz bertzerik , @ Jeinko	ezten	bertze oro dago zure azpitik , @ Jeinkoaren ...
ezten	ezten	ezten	https://monumenta.wikibase.cloud/wiki/Lexeme:L26530	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#156	3719	... othiegatik , @ gu gaixtoak izan arren ,	ezten	zutan faltarik . @ Fin honera hel gizazu ...
eztena	eztena	ezten	https://monumenta.wikibase.cloud/wiki/Lexeme:L26530	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#3	158	... joja ederra , inprimiturik euskara , orano izan	eztena	eta zure hatse honetik dadin aitzinerat augmenta , ...
eztia	eztia	hezta	https://monumenta.wikibase.cloud/wiki/Lexeme:L26480	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#24	527	... O andere gloriosa eta ama	eztia	! @ Zutan dago bekatoren esperanza guzia . ...
