testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	testuingurua
damuz	damu	damuz	https://monumenta.wikibase.cloud/wiki/Lexeme:L15903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Betoz nigana, nere biotz pecatari onetara: au da zeure eralle traidore, miñez, dolorez, ta damuz betetzen zaituena.
damuz	damu	damuz	https://monumenta.wikibase.cloud/wiki/Lexeme:L15903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Atera eguizu ceregandic ezpata hori, tira eguidazu, josi daguidan damuz, ta dolorez neure biotz gogor au.
damuz	damu	damuz	https://monumenta.wikibase.cloud/wiki/Lexeme:L15903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Betoz nigana, nere biotz pecatari onetara: au da zeure eralle traidore, miñez, dolorez, ta damuz betetzen zaituena.
damuz	damu	damuz	https://monumenta.wikibase.cloud/wiki/Lexeme:L15903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Atera eguizu ceregandic ezpata hori, tira eguidazu, josi daguidan damuz, ta dolorez neure biotz gogor au.
damuz	damu	damuz	https://monumenta.wikibase.cloud/wiki/Lexeme:L15903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	Ezperen Aita Eternoa, arren zeuc ere consolatzen eztezu zeure alaba maitea! ez, ez; berariaz laja deu eroria, ta egun gucian damuz ta miñez azpiratua,
damuz	damu	damuz	https://monumenta.wikibase.cloud/wiki/Lexeme:L15903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	Beste damuz, ta miñez daudenac, negar eguiteaz arintzen oi deue beren biotzetaco pisu itogarria: baña Virgiñari quendu citzacola, dioe, are atseguin chiqui au, argan eguia izan cedin,
damuz	damu	damuz	https://monumenta.wikibase.cloud/wiki/Lexeme:L15903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Cergatic? cergatic eztan bere biotza dolorez urratzen, ta bere bularra golpez zatitzen deuanic: cergatic eztan negar eguiten deuanic Christo illic, ta Virgiña dolorez icusiaren damuz, ta urriquemenduz.
bezanbat	bezanbat	bezanbat	https://monumenta.wikibase.cloud/wiki/Lexeme:L12456	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	: bañacerez mindua, ezpada oñacez, atsecabez, damuz? Orain bada ezti gozoa dan bezanbat, camporatzen degu gaur Virgiñaren icen au: miña ta garratza dan bezan bat, betor, ta bego: eztagoca besteric gaurco egunari.
camporatzen	kanpor	kanporatzen	https://monumenta.wikibase.cloud/wiki/Lexeme:L41708	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	: bañacerez mindua, ezpada oñacez, atsecabez, damuz? Orain bada ezti gozoa dan bezanbat, camporatzen degu gaur Virgiñaren icen au: miña ta garratza dan bezan bat, betor, ta bego: eztagoca besteric gaurco egunari.
miña	mina	mina	https://monumenta.wikibase.cloud/wiki/Lexeme:L54544	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	: bañacerez mindua, ezpada oñacez, atsecabez, damuz? Orain bada ezti gozoa dan bezanbat, camporatzen degu gaur Virgiñaren icen au: miña ta garratza dan bezan bat, betor, ta bego: eztagoca besteric gaurco egunari.
miña	mina	mina	https://monumenta.wikibase.cloud/wiki/Lexeme:L54544	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	Argatic Jeremiasec, besteric etzeuala cerequin Virgiñaren dolorea neurtu, berari cegocala, esan ceuan, aundia da itsasoa bezala zeure miña ta damua,
bezan	bez	bezan	https://monumenta.wikibase.cloud/wiki/Lexeme:L12447	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	: bañacerez mindua, ezpada oñacez, atsecabez, damuz? Orain bada ezti gozoa dan bezanbat, camporatzen degu gaur Virgiñaren icen au: miña ta garratza dan bezan bat, betor, ta bego: eztagoca besteric gaurco egunari.
betor	betor	betor	https://monumenta.wikibase.cloud/wiki/Lexeme:L12405	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	: bañacerez mindua, ezpada oñacez, atsecabez, damuz? Orain bada ezti gozoa dan bezanbat, camporatzen degu gaur Virgiñaren icen au: miña ta garratza dan bezan bat, betor, ta bego: eztagoca besteric gaurco egunari.
bego	bega	bego	https://monumenta.wikibase.cloud/wiki/Lexeme:L10555	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	: bañacerez mindua, ezpada oñacez, atsecabez, damuz? Orain bada ezti gozoa dan bezanbat, camporatzen degu gaur Virgiñaren icen au: miña ta garratza dan bezan bat, betor, ta bego: eztagoca besteric gaurco egunari.
eztagoca	hezta	eztagoka	https://monumenta.wikibase.cloud/wiki/Lexeme:L26480	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	: bañacerez mindua, ezpada oñacez, atsecabez, damuz? Orain bada ezti gozoa dan bezanbat, camporatzen degu gaur Virgiñaren icen au: miña ta garratza dan bezan bat, betor, ta bego: eztagoca besteric gaurco egunari.
besteric	beste	besterik	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	: bañacerez mindua, ezpada oñacez, atsecabez, damuz? Orain bada ezti gozoa dan bezanbat, camporatzen degu gaur Virgiñaren icen au: miña ta garratza dan bezan bat, betor, ta bego: eztagoca besteric gaurco egunari.
besteric	beste	besterik	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	Argatic Jeremiasec, besteric etzeuala cerequin Virgiñaren dolorea neurtu, berari cegocala, esan ceuan, aundia da itsasoa bezala zeure miña ta damua,
egunari	egunari	egunari	https://monumenta.wikibase.cloud/wiki/Lexeme:L19080	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	: bañacerez mindua, ezpada oñacez, atsecabez, damuz? Orain bada ezti gozoa dan bezanbat, camporatzen degu gaur Virgiñaren icen au: miña ta garratza dan bezan bat, betor, ta bego: eztagoca besteric gaurco egunari.
aldera	aldera	aldera	https://monumenta.wikibase.cloud/wiki/Lexeme:L2204	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	Aldera gaquizquion bada gurutzeari, ta Maria Virgiñari.
aldera	aldera	aldera	https://monumenta.wikibase.cloud/wiki/Lexeme:L2204	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	Nori baña eman bear dio batalla au Virgiñaren amodioac? Nori? beste edoceiñ neurtu, ta aldera nai daquiquéonari.
gaquizquion	ga	gakizkion	https://monumenta.wikibase.cloud/wiki/Lexeme:L27900	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	Aldera gaquizquion bada gurutzeari, ta Maria Virgiñari.
gurutzeari	gurutze	gurutzeari	https://monumenta.wikibase.cloud/wiki/Lexeme:L32982	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	Aldera gaquizquion bada gurutzeari, ta Maria Virgiñari.
maria	maria	maria	https://monumenta.wikibase.cloud/wiki/Lexeme:L52623	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	Aldera gaquizquion bada gurutzeari, ta Maria Virgiñari.
maria	maria	maria	https://monumenta.wikibase.cloud/wiki/Lexeme:L52623	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Banoaquio bada graciaren esque, Eleizarequin batean esaten digodala, Aue Maria.
maria	maria	maria	https://monumenta.wikibase.cloud/wiki/Lexeme:L52623	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	ô Jesus Virgiñaren semea, esan eguiozu berriro argaitzala bere semetzat: ô Maria Jesusen ama, izan zaite berriz gueure ama: izango guera zeure semeac, ez oraindaño bezala muquer, gogor, legue bague ta aiñ esquer gaistocoac, bai seme eguiazco, amoltsu, fiñ, leyal, beticoac.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Baña cer da hori Virgiña guciz santea? cer esan nai digu zeure aurpeguiera damugarri orrec? Cerentzat dezu soñeco gaua dirudien hori? Cer eguin da zeure beguien gozoa? nora joan da zeure arpeguico edertasuna? non ezcutatu da zeure colorearen naste churigorri preciatu hura, edo nola dago aiñ itsusqui ubelduric? Oraindaño esan oi cideen, zeu ciñala araco ceruan beiñ batean aguertu zan señale aundia, izarrez burua, illarguiaz oñac, ta gorputz gucia eguzquiaz janci, ta ederturic ceucana.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Baña cer da hori Virgiña guciz santea? cer esan nai digu zeure aurpeguiera damugarri orrec? Cerentzat dezu soñeco gaua dirudien hori? Cer eguin da zeure beguien gozoa? nora joan da zeure arpeguico edertasuna? non ezcutatu da zeure colorearen naste churigorri preciatu hura, edo nola dago aiñ itsusqui ubelduric? Oraindaño esan oi cideen, zeu ciñala araco ceruan beiñ batean aguertu zan señale aundia, izarrez burua, illarguiaz oñac, ta gorputz gucia eguzquiaz janci, ta ederturic ceucana.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Non da zeure seme bacarra? non zeure argui, zeure asnase, zeure bicia? Ote da gurutzean dagoan gorputz itsusi beztu hura? Oi eta hori orrela baldin bada, cein ur, ta sa- mur jarioco zaizcan negarrac bere beguietatic gueure erreguiñari! ô mocadera, lienzo churi alaco negar tantaz beté ta üanditu ciñatenac! norc emango liquet zuetatic bat, nere ezpañac uquitzeco, ta Virgiñaren negar inocenteaquin, gaitzbagueacquin, nere negar pecatariac nastutzeco? Cein dan latz eta gogor nere egungo bear gaya! ecin hitzic eguin daguiquet, graciac ezpadit laguntzen: ta eztet hura billatzeco nora nere burua irauli.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	Eta doloreen Ama, cer diozu? arren hori da zeure semea? Espiritu Santuagandic sortu zana? Secula guciac icusi deueen guizonic ederrena? Nola dago bada hitzic, asnaseric, bicirican bague? Nora zaca bere záiñetaco odola? Lurrean, baratza, cale, bide gucietan isuria, ta borrero latzen oñazpietan, abere batena baliz bezala.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Eta dolore cruelac! ha min gogorrac! nola atrevitzen cerate biotz garbi, biguiñ hori, azaletic ere uquitzera? nola etzoazte beste alde batera? eztira ausaz munduan biotz pecatariac, ondo mereci zaituztenac? Oñace itsu garratzac, larga-eguiozue biotz gaitzbaguedun orri: billa itzazue burnizco biotzac, gaitzez beteric daudenac.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Atera eguizu ceregandic ezpata hori, tira eguidazu, josi daguidan damuz, ta dolorez neure biotz gogor au.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Eta dolore cruelac! ha min gogorrac! nola atrevitzen cerate biotz garbi, biguiñ hori, azaletic ere uquitzera? nola etzoazte beste alde batera? eztira ausaz munduan biotz pecatariac, ondo mereci zaituztenac? Oñace itsu garratzac, larga-eguiozue biotz gaitzbaguedun orri: billa itzazue burnizco biotzac, gaitzez beteric daudenac.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Atera eguizu ceregandic ezpata hori, tira eguidazu, josi daguidan damuz, ta dolorez neure biotz gogor au.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	Nola izango da hori? Anima hori semearena baldin bada,
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	Nola izango da hori? Anima hori semearena baldin bada,
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	, nola amaren animean ezpata sartuco da? eta amarena baldin bada anima hori,
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	Edolaric consolatuco al deu bere seme alboan deuanac: ez eta hori ere, aurqui esango dedan bezala.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	Baña cer diot? Santu ascoc diotenez, ceiñ ere dan pisca gozagarri hori, ucatu citzacan Virgiñari.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	Virgiña santearen biotzean sartzen dira dolore, damu, atsecabe, miñ gucien ibayac: oi eta au miñez betericaco itsaso neurri baguea! eguizu bada negar, ama santea, biotza cerbait ustutzceco, pisu itogarri hori arintzeco, zeure anima piscacho bat bederic lasaitzeco: baña
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	Bay, ama santea, negar eguin nai det, jaquiñez, cerbait gozatuco dizudala biotz samindu hori.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	Cer da au, nere Jauna ta Jaungoicoa? cer pena dira oec, nere semea? esan eguidazu cerbait, hizcho batbederic, zeure ama gozatzeco ta consolatzeco: norc nizaz contu iduquico deu, eta zeu il ezquero, norc ni zaituco nau? Cer da hori, diot neuc ere, Virgiña santea? escatu eguiozu beste gauzaric: eta nai eztezunean, Juduac onda daguitzan, cergatic ceraden usó beazunic baguecoa, ta eztagocan zeure biotzari escari gogorric, escatu eguiozu edolaric, atera zaguitzala alaco miñ, damu, dolore aundietatic.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	Eguingo al digo bada alaco seme batec escari chiqui hori.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	alaco amodioz, alaco humildadez escatzeac mereci ote deu tratamentu gogor hori?
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	Andre hori da zeure ama, aiñ ondo aci cinduena, ain gozo bere bularrez bazcatu cinduena: cergatic bada deitzen eztiozu zeure ama? ausaz lotsa cera alaco amagandic jaio izateaz? Eztaquit, nola dedan hitz oec esateco biotzic: eztigot hizcunde oni jarraitu nai gueiago.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	Cein dira guichi Virgiñaren doloreaz contu eguiten deueenac? Cein guichi doloreen amagana beren jaierá deueenac? Cein guichi, hura triste icusi ta tristatzen, hura damuturic icusi ta damutzen diranac? Norc nizaz contu eguingo deu, cigon Virgiñac? ausaz eguiten deue araco aec, ta aec, urte guztian beren gustuai darraiztenac, beren jostaetac aoan, gogoan, biotzean darabiltzatenac, ta urtean beiñ, ta hori ere ozta ozta, ostiral santuz edo, Virgiñaren doloreaz oroitzen diranac? Araco, onelaco egunetan ere, Eleizara datoztenac, ez Virgiñari lagun eguitera, ez aren miñac gozatzera, ez negarrez egotera, bai pecatu berriac eguitera, bai Virgiñari bere doloreac aunditzera, bai ezpata hura bere biotzean barrunago sartzera beren gogoeta itsusi loiaquin, beren queñu, siñu, beguiratze lotsabagueaquin, beren hizqueta lizun liquitsaquin? Cein dira oec, ta aec? Eztaquit nic: eztaquiola nai Jaincoari Eleiz onetan alacoric izatea.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Baña oraingo Christoren escuelarrac, aiñ sendo dirala fedean, ain ceruco indarrez, suz, arguiz beteac daudela, onelaco anayac utseguitea, escuelara bague, echean, jolasean, jocoan, lotan, eizean ibiltea, hori bai, lizatequeala gauza itsusi, ta damugarri.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez nuque nai, iñor ajola, ta ardura bague onetan erori litequean; cergatic hori balanzaren beste aldean ifinten badegu, nere iritzian aiñ astun izango da, ta aiñ damugarri Virgiñarentzat, nola esan ditugun dolore guztiac.
hori	hori	hori	https://monumenta.wikibase.cloud/wiki/Lexeme:L61677	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	Baña etzan hori asco adiña, cebillen guezurra, ta otsa deseguiteco: ta argatic Erregueac berac lagundu ta jarraitu nai izandu cituen Abner zanaren catauac, edo illoea,
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Baña cer da hori Virgiña guciz santea? cer esan nai digu zeure aurpeguiera damugarri orrec? Cerentzat dezu soñeco gaua dirudien hori? Cer eguin da zeure beguien gozoa? nora joan da zeure arpeguico edertasuna? non ezcutatu da zeure colorearen naste churigorri preciatu hura, edo nola dago aiñ itsusqui ubelduric? Oraindaño esan oi cideen, zeu ciñala araco ceruan beiñ batean aguertu zan señale aundia, izarrez burua, illarguiaz oñac, ta gorputz gucia eguzquiaz janci, ta ederturic ceucana.
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Baña cer da hori Virgiña guciz santea? cer esan nai digu zeure aurpeguiera damugarri orrec? Cerentzat dezu soñeco gaua dirudien hori? Cer eguin da zeure beguien gozoa? nora joan da zeure arpeguico edertasuna? non ezcutatu da zeure colorearen naste churigorri preciatu hura, edo nola dago aiñ itsusqui ubelduric? Oraindaño esan oi cideen, zeu ciñala araco ceruan beiñ batean aguertu zan señale aundia, izarrez burua, illarguiaz oñac, ta gorputz gucia eguzquiaz janci, ta ederturic ceucana.
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Belaunico Virgiñaren oñetan jarrico ote naiz? baña cer esango digot, oñacez, damuz, miñez gañez eguiñic badago? Graciaren escatzeac gogoratuco digo bere dolore gucien asiera, ta jaiotza, ta eztirudi ondo, nic aren miñac aunditzea.
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Ainguerua etorri citzacanean berri onac ematera, esan cigon,
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	); agur graciaz betea: cergatic bada bere icena aitatu ta esan etzigon
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	esan nai deu
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	Atozte batean seculaco urte guciac, esan eguidazue arren, iñoiz ere sortu dan alaco icusgarriric.
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#11	Esan ditugunetan ezta aguiri Virgiñaren doloreen anza deuanic,
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	Santuac dioe, ecen Semeac gorputzean igaro cituan tormentuac, padeci-cituala Amac biotzean: ta artaraco ecarri oi deue Simeonec esan cigona,
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	Argatic Jeremiasec, besteric etzeuala cerequin Virgiñaren dolorea neurtu, berari cegocala, esan ceuan, aundia da itsasoa bezala zeure miña ta damua,
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	Ez guri orrelacoric esan Jeremias: ezta izango Juduen artean, orreec dira etsai gogor ezaguera baguecoac: baña eztala iñor ere Virgiña consola daguiqueanic, are bere adisquide, bere aide, bere maite gucietatic,
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	Cer bada esango dit norbaitec? ausaz Virgiña quejatu zan iñoiz ere passioco demporan? Etzan egondu isiltasunic ichien, ta aundienean? Eguia da: Euangelioac eztigu ecer esaten: baña beiñ iracurri neuan, Eutimion, ta Metafrasten gauza bat, arrezquero nere biotza chitez uquitzen didana.
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	Dioe bada, ecen gurutze-ondoan cegoala Virgiña, ta hitzic eguiten etzigola semeac, urrago joan ta assi citzacala bere, odola cerioten oiñ santuac, muñeguiten, eta esan cigola,
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	Cer da au, nere Jauna ta Jaungoicoa? cer pena dira oec, nere semea? esan eguidazu cerbait, hizcho batbederic, zeure ama gozatzeco ta consolatzeco: norc nizaz contu iduquico deu, eta zeu il ezquero, norc ni zaituco nau? Cer da hori, diot neuc ere, Virgiña santea? escatu eguiozu beste gauzaric: eta nai eztezunean, Juduac onda daguitzan, cergatic ceraden usó beazunic baguecoa, ta eztagocan zeure biotzari escari gogorric, escatu eguiozu edolaric, atera zaguitzala alaco miñ, damu, dolore aundietatic.
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	Norc nizaz contu iduquico deu? esan cion Virgiñac; eta eranzun cion semeac,
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez nuque nai, iñor ajola, ta ardura bague onetan erori litequean; cergatic hori balanzaren beste aldean ifinten badegu, nere iritzian aiñ astun izango da, ta aiñ damugarri Virgiñarentzat, nola esan ditugun dolore guztiac.
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Otsa banatu da munduan, il deueela zuen pecatuacgatic, eztira oec edo- ceiñ moduzco esamesanac.
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Ta possible ote da, au esan dedilla eguiaz, ta zeuen biotzac icararic artu eztezaela? nai ote dezue, ots deshonragarri au zuecgatic banatzea, ta zeuen contura joan ditezen Christoren eriotzea, ta bere amaren doloreac? ez arren, neure christau onac, ez Christoren odolagatic, ez Ama Virgiñaren doloreacgatic.
esan	esan	esan	https://monumenta.wikibase.cloud/wiki/Lexeme:L23757	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	ô Jesus Virgiñaren semea, esan eguiozu berriro argaitzala bere semetzat: ô Maria Jesusen ama, izan zaite berriz gueure ama: izango guera zeure semeac, ez oraindaño bezala muquer, gogor, legue bague ta aiñ esquer gaistocoac, bai seme eguiazco, amoltsu, fiñ, leyal, beticoac.
zeure	zeure	zeure	https://monumenta.wikibase.cloud/wiki/Lexeme:L84165	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Baña cer da hori Virgiña guciz santea? cer esan nai digu zeure aurpeguiera damugarri orrec? Cerentzat dezu soñeco gaua dirudien hori? Cer eguin da zeure beguien gozoa? nora joan da zeure arpeguico edertasuna? non ezcutatu da zeure colorearen naste churigorri preciatu hura, edo nola dago aiñ itsusqui ubelduric? Oraindaño esan oi cideen, zeu ciñala araco ceruan beiñ batean aguertu zan señale aundia, izarrez burua, illarguiaz oñac, ta gorputz gucia eguzquiaz janci, ta ederturic ceucana.
zeure	zeure	zeure	https://monumenta.wikibase.cloud/wiki/Lexeme:L84165	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Ezperen non cerate esquer gaistoco izarrac? Oi eta atera albaneguiz beren lecutic, Señora oni beardanezco coroe bat eguiteco! Non cera, Cinthia, illargui aldagarria? Oi eta albanegui oñazpicotzat ezarri aren oñazpietan! Non ote zabiltza oraingoan bederic ezaguera bagueco eguzqui itsua? Oi eta zeure argui-errañuetatic epaqui albaneguio gueure Ama mindun oni manturic ederrena! Orrela egon bear deu Virginaric gozoena, miñez, damuz, ezpataz ene biotza josiric?
zeure	zeure	zeure	https://monumenta.wikibase.cloud/wiki/Lexeme:L84165	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Baña cer da hori Virgiña guciz santea? cer esan nai digu zeure aurpeguiera damugarri orrec? Cerentzat dezu soñeco gaua dirudien hori? Cer eguin da zeure beguien gozoa? nora joan da zeure arpeguico edertasuna? non ezcutatu da zeure colorearen naste churigorri preciatu hura, edo nola dago aiñ itsusqui ubelduric? Oraindaño esan oi cideen, zeu ciñala araco ceruan beiñ batean aguertu zan señale aundia, izarrez burua, illarguiaz oñac, ta gorputz gucia eguzquiaz janci, ta ederturic ceucana.
zeure	zeure	zeure	https://monumenta.wikibase.cloud/wiki/Lexeme:L84165	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Ezperen non cerate esquer gaistoco izarrac? Oi eta atera albaneguiz beren lecutic, Señora oni beardanezco coroe bat eguiteco! Non cera, Cinthia, illargui aldagarria? Oi eta albanegui oñazpicotzat ezarri aren oñazpietan! Non ote zabiltza oraingoan bederic ezaguera bagueco eguzqui itsua? Oi eta zeure argui-errañuetatic epaqui albaneguio gueure Ama mindun oni manturic ederrena! Orrela egon bear deu Virginaric gozoena, miñez, damuz, ezpataz ene biotza josiric?
zeure	zeure	zeure	https://monumenta.wikibase.cloud/wiki/Lexeme:L84165	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Baña cer da hori Virgiña guciz santea? cer esan nai digu zeure aurpeguiera damugarri orrec? Cerentzat dezu soñeco gaua dirudien hori? Cer eguin da zeure beguien gozoa? nora joan da zeure arpeguico edertasuna? non ezcutatu da zeure colorearen naste churigorri preciatu hura, edo nola dago aiñ itsusqui ubelduric? Oraindaño esan oi cideen, zeu ciñala araco ceruan beiñ batean aguertu zan señale aundia, izarrez burua, illarguiaz oñac, ta gorputz gucia eguzquiaz janci, ta ederturic ceucana.
zeure	zeure	zeure	https://monumenta.wikibase.cloud/wiki/Lexeme:L84165	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Ezperen non cerate esquer gaistoco izarrac? Oi eta atera albaneguiz beren lecutic, Señora oni beardanezco coroe bat eguiteco! Non cera, Cinthia, illargui aldagarria? Oi eta albanegui oñazpicotzat ezarri aren oñazpietan! Non ote zabiltza oraingoan bederic ezaguera bagueco eguzqui itsua? Oi eta zeure argui-errañuetatic epaqui albaneguio gueure Ama mindun oni manturic ederrena! Orrela egon bear deu Virginaric gozoena, miñez, damuz, ezpataz ene biotza josiric?
